product_id,product_gid,status,en_title,nl_title,en_handle,nl_handle_translation,nl_handle_effective,mismatch,en_url,nl_url,admin_url
10711298343239,gid://shopify/Product/10711298343239,ACTIVE,4-Piece Funnel Set,Trechterset 4-delig,funnel-set-4-piece,,funnel-set-4-piece,no,https://dpp-shop.com/products/funnel-set-4-piece,https://dpp-shop.com/nl/products/funnel-set-4-piece,https://dutch-performance-products.myshopify.com/admin/products/10711298343239
10711461429575,gid://shopify/Product/10711461429575,ACTIVE,AdBlue® Bulk 1000 Liter,"AdBlue® Bulk Tankwagen 1000 Liter - 0,57 per liter",adblue-bulk-tranker-truck-1000-liter,,adblue-bulk-tranker-truck-1000-liter,no,https://dpp-shop.com/products/adblue-bulk-tranker-truck-1000-liter,https://dpp-shop.com/nl/products/adblue-bulk-tranker-truck-1000-liter,https://dutch-performance-products.myshopify.com/admin/products/10711461429575
10711494033735,gid://shopify/Product/10711494033735,ACTIVE,AdBlue® Optispray Bulk 1000 Liter,"AdBlue® Optispray Bulk Tankwagen 1000 Liter – 0,66 per liter",adblue-optispray-bulk-tanker-truck-1000-liter,,adblue-optispray-bulk-tanker-truck-1000-liter,no,https://dpp-shop.com/products/adblue-optispray-bulk-tanker-truck-1000-liter,https://dpp-shop.com/nl/products/adblue-optispray-bulk-tanker-truck-1000-liter,https://dutch-performance-products.myshopify.com/admin/products/10711494033735
10711536894279,gid://shopify/Product/10711536894279,ACTIVE,Diesel Tank Funnel (Also for Anti-Siphon Valve),Trechter dieseltank (ook terugslagklep),z-8021-fuel-additive-funnel-diesel,,z-8021-fuel-additive-funnel-diesel,no,https://dpp-shop.com/products/z-8021-fuel-additive-funnel-diesel,https://dpp-shop.com/nl/products/z-8021-fuel-additive-funnel-diesel,https://dutch-performance-products.myshopify.com/admin/products/10711536894279
10711302865223,gid://shopify/Product/10711302865223,ACTIVE,Lindemann AdBlue® 10 liter - Incl. Spout! | ISO 22241 certified | AUS32,Lindemann AdBlue® 10 liter - Inclusief Schenktuit! | ISO 22241 gecertificeerd | AUS32,adblue-10-liter,,adblue-10-liter,no,https://dpp-shop.com/products/adblue-10-liter,https://dpp-shop.com/nl/products/adblue-10-liter,https://dutch-performance-products.myshopify.com/admin/products/10711302865223
10711297098055,gid://shopify/Product/10711297098055,DRAFT,Lindemann AdBlue® 1000 Liter IBC Tank,Lindemann AdBlue® 1000 Liter IBC Tank,adblue-1000-liter-ibc-tank,,adblue-1000-liter-ibc-tank,no,https://dpp-shop.com/products/adblue-1000-liter-ibc-tank,https://dpp-shop.com/nl/products/adblue-1000-liter-ibc-tank,https://dutch-performance-products.myshopify.com/admin/products/10711297098055
10711298376007,gid://shopify/Product/10711298376007,ACTIVE,Lindemann AdBlue® 1000 Liter IBC Tank + AdBlue® pump 230V,Lindemann AdBlue® 1000 Liter IBC Tank + AdBlue® pomp 230V,lindemann-adblue-1000-liter-ibc-tank-complete-pumpset,,lindemann-adblue-1000-liter-ibc-tank-complete-pumpset,no,https://dpp-shop.com/products/lindemann-adblue-1000-liter-ibc-tank-complete-pumpset,https://dpp-shop.com/nl/products/lindemann-adblue-1000-liter-ibc-tank-complete-pumpset,https://dutch-performance-products.myshopify.com/admin/products/10711298376007
10711493935431,gid://shopify/Product/10711493935431,ACTIVE,Lindemann AdBlue® 210 Liter Drum (2 pcs),Lindemann AdBlue® 210 Liter Vat (2 stuks),adblue-210-liter-drum-2-piece,,adblue-210-liter-drum-2-piece,no,https://dpp-shop.com/products/adblue-210-liter-drum-2-piece,https://dpp-shop.com/nl/products/adblue-210-liter-drum-2-piece,https://dutch-performance-products.myshopify.com/admin/products/10711493935431
10711296966983,gid://shopify/Product/10711296966983,ACTIVE,Lindemann Additive For AdBlue® 500ml,Lindemann Additive For AdBlue® 500ml,lindemann-adblue-additive,,lindemann-adblue-additive,no,https://dpp-shop.com/products/lindemann-adblue-additive,https://dpp-shop.com/nl/products/lindemann-adblue-additive,https://dutch-performance-products.myshopify.com/admin/products/10711296966983
10669283737927,gid://shopify/Product/10669283737927,ACTIVE,Lindemann Automatic Transmission Treatment 300ml,Lindemann Automatic Transmission Treatment 300ml,lindemann-automatic-transmission-treatment,,lindemann-automatic-transmission-treatment,no,https://dpp-shop.com/products/lindemann-automatic-transmission-treatment,https://dpp-shop.com/nl/products/lindemann-automatic-transmission-treatment,https://dutch-performance-products.myshopify.com/admin/products/10669283737927
10711305519431,gid://shopify/Product/10711305519431,ACTIVE,Lindemann Blue-G Multi Purpose EP Grease 400gr,Lindemann Blue-G Multi Purpose EP Grease 400gr,lindemann-blue-g-multi-purpose-ep-grease,,lindemann-blue-g-multi-purpose-ep-grease,no,https://dpp-shop.com/products/lindemann-blue-g-multi-purpose-ep-grease,https://dpp-shop.com/nl/products/lindemann-blue-g-multi-purpose-ep-grease,https://dutch-performance-products.myshopify.com/admin/products/10711305519431
